"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue 1","dataValue 2","dataYear","dataNote","dataSource","seriesDescription","dataValue 3","dataValue 4","dataValue"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,53,"COL","Colombia","Fibre","Satellite",2018,"Para satélite y fibra óptica no se tiene información disponible.","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,53,"COL","Colombia","Fibre","Satellite",2019,"Para satélite y fibra óptica no se tiene información disponible.","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,53,"COL","Colombia","Fibre","Submarine cable",2020,"Para satélite y fibra óptica no se tiene información disponible.","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,53,"COL","Colombia","Fibre","Submarine cable",2021,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,53,"COL","Colombia","Submarine cable","Satellite",2022,"Información no disponible por cantidades.","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,53,"COL","Colombia","Satellite","Submarine cable",2023,"Información no disponible por cantidades.","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,53,"COL","Colombia","Fibre","Submarine cable",2024,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,54,"LKA","Sri Lanka","Submarine cable","Satellite",2016,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,54,"LKA","Sri Lanka",,,2017,"","","International landing points",,,"Satellite"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,54,"LKA","Sri Lanka","Submarine cable","Satellite",2020,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,54,"LKA","Sri Lanka","Satellite","Submarine cable",2021,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,54,"LKA","Sri Lanka","Submarine cable","Satellite",2022,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,55,"CMR","Cameroon","Satellite","Submarine cable",2017,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,55,"CMR","Cameroon","Satellite","Submarine cable",2018,"4 point d'atterrissement: SAT3, WACS, NCSCS, SAIL. Ce dernier point n'est pas encore opérationnel.Le Cameroun est connecté par fibre optique avec le Tchad depuis 2012. La fibre optique est entrain d'être déployée vers les frontières avec tous les autres pays frontaliers dans le cadre du projet Central African Backbone","","International landing points","Fibre","Other",
20631,"tpInternetConn_NumberLandingStations","International landing points",,,55,"CMR","Cameroon","Fibre","Satellite",2021,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,55,"CMR","Cameroon","Fibre","Satellite",2022,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,57,"COG","Congo (Rep. of the)","Satellite","Submarine cable",2017,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,57,"COG","Congo (Rep. of the)","Satellite","Submarine cable",2018,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,57,"COG","Congo (Rep. of the)","Satellite","Submarine cable",2019,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,57,"COG","Congo (Rep. of the)","Satellite","Submarine cable",2020,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,57,"COG","Congo (Rep. of the)","Satellite","Submarine cable",2021,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,57,"COG","Congo (Rep. of the)","Submarine cable","Satellite",2022,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,57,"COG","Congo (Rep. of the)","Satellite","Submarine cable",2023,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,57,"COG","Congo (Rep. of the)",,,2024,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,59,"CPV","Cabo Verde",,,2015,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,59,"CPV","Cabo Verde",,,2017,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,59,"CPV","Cabo Verde",,,2018,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,59,"CPV","Cabo Verde",,,2019,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,59,"CPV","Cabo Verde",,,2020,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,59,"CPV","Cabo Verde",,,2021,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,59,"CPV","Cabo Verde",,,2023,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,59,"CPV","Cabo Verde",,,2024,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,61,"CIV","Côte d'Ivoire","Submarine cable","Satellite",2015,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,61,"CIV","Côte d'Ivoire","Satellite","Submarine cable",2016,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,61,"CIV","Côte d'Ivoire","Satellite","Submarine cable",2017,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,61,"CIV","Côte d'Ivoire","Satellite","Submarine cable",2018,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,61,"CIV","Côte d'Ivoire",,,2020,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,61,"CIV","Côte d'Ivoire",,,2021,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,61,"CIV","Côte d'Ivoire",,,2022,"3","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,62,"CRI","Costa Rica","Fibre","Submarine cable",2015,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,62,"CRI","Costa Rica","Fibre","Satellite",2016,"En caso de fibra óptica existe conectividad por ambas fronteras.","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,62,"CRI","Costa Rica","Satellite","Submarine cable",2017,"En caso de fibra óptica existe conectividad por ambas fronteras.","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,62,"CRI","Costa Rica","Fibre","Satellite",2018,"En caso de fibra óptica existe conectividad por ambas fronteras.","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,62,"CRI","Costa Rica","Fibre","Satellite",2019,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,62,"CRI","Costa Rica","Fibre","Submarine cable",2020,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,62,"CRI","Costa Rica","Fibre","Submarine cable",2021,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,62,"CRI","Costa Rica","Fibre","Satellite",2022,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,62,"CRI","Costa Rica","Fibre","Submarine cable",2023,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,62,"CRI","Costa Rica","Fibre","Satellite",2024,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,63,"CUB","Cuba","Submarine cable","Satellite",2016,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,63,"CUB","Cuba","Satellite","Submarine cable",2017,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,63,"CUB","Cuba","Satellite","Submarine cable",2018,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,63,"CUB","Cuba","Submarine cable","Satellite",2019,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,63,"CUB","Cuba","Submarine cable","Satellite",2020,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,63,"CUB","Cuba","Satellite","Submarine cable",2021,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,63,"CUB","Cuba","Submarine cable","Satellite",2023,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,63,"CUB","Cuba","Submarine cable","Satellite",2024,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,66,"CYP","Cyprus","Satellite","Submarine cable",2016,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,66,"CYP","Cyprus","Satellite","Submarine cable",2017,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,66,"CYP","Cyprus","Satellite","Submarine cable",2018,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,66,"CYP","Cyprus","Satellite","Submarine cable",2019,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,66,"CYP","Cyprus","Submarine cable","Satellite",2020,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,66,"CYP","Cyprus","Submarine cable","Satellite",2021,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,66,"CYP","Cyprus","Satellite","Submarine cable",2022,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,66,"CYP","Cyprus","Satellite","Submarine cable",2023,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,66,"CYP","Cyprus","Satellite","Submarine cable",2024,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,67,"DEU","Germany",,,2023,"According to submarinecablemap.com and other public sources, there are 9 submarine data cables landing in Germany. (Source: https://www.submarinecablemap.com/country/germany, Last updated: May 5, 2023)","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,69,"DJI","Djibouti",,,2018,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,70,"DMA","Dominica",,,2024,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,72,"DOM","Dominican Rep.",,,2017,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,72,"DOM","Dominican Rep.",,,2018,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,72,"DOM","Dominican Rep.",,,2019,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,72,"DOM","Dominican Rep.",,,2020,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,72,"DOM","Dominican Rep.",,,2021,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,72,"DOM","Dominican Rep.",,,2022,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,72,"DOM","Dominican Rep.","Satellite","Submarine cable",2023,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,72,"DOM","Dominican Rep.","Fibre","Satellite",2024,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,73,"ESP","Spain",,,2016,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,74,"EGY","Egypt","Submarine cable","Satellite",2020,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,74,"EGY","Egypt","Submarine cable","Satellite",2021,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,74,"EGY","Egypt",,,2023,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,74,"EGY","Egypt","Satellite","Submarine cable",2024,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,75,"ECU","Ecuador","Satellite","Submarine cable",2019,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,76,"EST","Estonia","Fibre","Submarine cable",2016,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,76,"EST","Estonia","Satellite","Submarine cable",2017,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,77,"ETH","Ethiopia","Fibre","Satellite",2016,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,78,"FRA","France","Fibre","Submarine cable",2016,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,78,"FRA","France","Satellite","Submarine cable",2017,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,78,"FRA","France","Satellite","Submarine cable",2018,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,78,"FRA","France","Fibre","Satellite",2019,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,78,"FRA","France","Fibre","Submarine cable",2020,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,78,"FRA","France","Satellite","Submarine cable",2021,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,78,"FRA","France","Submarine cable","Satellite",2022,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,78,"FRA","France","Fibre","Satellite",2023,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,78,"FRA","France","Fibre","Submarine cable",2024,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,79,"FJI","Fiji","Satellite","Submarine cable",2021,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,79,"FJI","Fiji","Submarine cable","Satellite",2022,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,83,"FSM","Micronesia",,,2023,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,85,"GAB","Gabon","Submarine cable","Satellite",2015,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,85,"GAB","Gabon","Fibre","Satellite",2018,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,85,"GAB","Gabon","Fibre","Satellite",2019,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,85,"GAB","Gabon","Fibre","Submarine cable",2021,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,85,"GAB","Gabon",,,2023,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,85,"GAB","Gabon",,,2024,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,90,"GHA","Ghana","Submarine cable","Satellite",2018,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,90,"GHA","Ghana","Satellite","Submarine cable",2019,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,90,"GHA","Ghana","Satellite","Submarine cable",2020,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,90,"GHA","Ghana","Submarine cable","Satellite",2021,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,90,"GHA","Ghana","Satellite","Submarine cable",2022,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,90,"GHA","Ghana","Submarine cable","Satellite",2023,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,90,"GHA","Ghana","Submarine cable","Satellite",2024,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,92,"GMB","Gambia",,,2016,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,92,"GMB","Gambia","Satellite","Submarine cable",2017,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,92,"GMB","Gambia","Submarine cable","Satellite",2018,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,92,"GMB","Gambia",,,2020,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,92,"GMB","Gambia",,,2021,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,92,"GMB","Gambia",,,2022,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,92,"GMB","Gambia",,,2023,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,92,"GMB","Gambia",,,2024,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,93,"GNB","Guinea-Bissau","Fibre","Satellite",2019,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,93,"GNB","Guinea-Bissau","Fibre","Satellite",2020,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,93,"GNB","Guinea-Bissau","Submarine cable","Satellite",2021,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,93,"GNB","Guinea-Bissau","Fibre","Submarine cable",2022,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,93,"GNB","Guinea-Bissau","Satellite","Submarine cable",2023,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,93,"GNB","Guinea-Bissau","Submarine cable","Fibre",2024,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,94,"GNQ","Equatorial Guinea","Satellite","Submarine cable",2017,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,94,"GNQ","Equatorial Guinea","Satellite","Submarine cable",2018,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,94,"GNQ","Equatorial Guinea","Fibre","Submarine cable",2021,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,94,"GNQ","Equatorial Guinea","Fibre","Submarine cable",2022,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,94,"GNQ","Equatorial Guinea",,,2023,"GE tiene dos estaciones de amarre, una en Malabo para la conexión de la isla de Bioko con el continente y otra Internacional (estación de amarre del cable ACE).","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,96,"GRD","Grenada",,,2018,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,96,"GRD","Grenada",,,2019,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,96,"GRD","Grenada",,,2020,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,98,"GTM","Guatemala",,,2018,"the current regulation doesnt allow the SIT to require this kind of data from the telecom Operators","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,98,"GTM","Guatemala",,,2019,"the current regulation doesnt allow the SIT to require this kind of data from the telecom Operators","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,98,"GTM","Guatemala",,,2020,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,98,"GTM","Guatemala",,,2021,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,98,"GTM","Guatemala",,,2022,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,98,"GTM","Guatemala",,,2023,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,98,"GTM","Guatemala",,,2024,"https://www.submarinecablemap.com/","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,100,"GIN","Guinea",,,2017,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,100,"GIN","Guinea",,,2018,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,100,"GIN","Guinea","Fibre","Satellite",2020,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,100,"GIN","Guinea","Fibre","Satellite",2021,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,100,"GIN","Guinea","Fibre","Submarine cable",2022,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,100,"GIN","Guinea","Submarine cable","Satellite",2023,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,100,"GIN","Guinea","Fibre","Satellite",2024,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,102,"GUY","Guyana",,,2018,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,102,"GUY","Guyana","Submarine cable","Satellite",2019,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,102,"GUY","Guyana","Satellite","Submarine cable",2020,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,102,"GUY","Guyana","Satellite","Submarine cable",2021,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,103,"HKG","Hong Kong, China","Submarine cable","Satellite",2015,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,103,"HKG","Hong Kong, China","Submarine cable","Satellite",2016,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,103,"HKG","Hong Kong, China","Satellite","Submarine cable",2017,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,103,"HKG","Hong Kong, China","Satellite","Submarine cable",2018,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,103,"HKG","Hong Kong, China","Satellite","Submarine cable",2019,"We do not have the number of international 'satellite landing stations'.  Number of satellites for the provision of external telecommunications service registered in Hong Kong is provided instead.","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,103,"HKG","Hong Kong, China","Submarine cable","Satellite",2020,"We do not have the number of international 'satellite landing stations'. Number of satellites for the provision of external telecommunications service registered in Hong Kong is provided instead.","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,103,"HKG","Hong Kong, China","Submarine cable","Satellite",2021,"We do not have the number of international 'satellite landing stations'. Number of satellites for the provision of external telecommunications service registered in Hong Kong is provided instead.","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,103,"HKG","Hong Kong, China","Submarine cable","Satellite",2022,"We do not have the number of international 'satellite landing stations'. Number of satellites for the provision of external telecommunications service registered in Hong Kong is provided instead.","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,103,"HKG","Hong Kong, China","Satellite","Submarine cable",2023,"We do not have the number of international ‘satellite landing stations’.  Number of satellites for the provision of external telecommunications service registered in Hong Kong is provided instead.","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,103,"HKG","Hong Kong, China","Satellite","Submarine cable",2024,"We do not have the number of international ‘satellite landing stations’. Number of satellites for the provision of external telecommunications service registered in Hong Kong is provided instead.","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,104,"HND","Honduras","Fibre","Submarine cable",2015,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,104,"HND","Honduras","Fibre","Satellite",2016,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,104,"HND","Honduras","Satellite","Submarine cable",2017,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,104,"HND","Honduras","Other","Fibre",2019,"","","International landing points","Satellite","Submarine cable",
20631,"tpInternetConn_NumberLandingStations","International landing points",,,104,"HND","Honduras","Submarine cable","Satellite",2020,"","","International landing points","Fibre","Other",
20631,"tpInternetConn_NumberLandingStations","International landing points",,,104,"HND","Honduras","Submarine cable","Satellite",2021,"","","International landing points","Fibre","Other",
20631,"tpInternetConn_NumberLandingStations","International landing points",,,104,"HND","Honduras","Satellite","Submarine cable",2022,"","","International landing points","Fibre","Other",
20631,"tpInternetConn_NumberLandingStations","International landing points",,,104,"HND","Honduras","Satellite","Submarine cable",2023,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,104,"HND","Honduras","Fibre","Satellite",2024,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,108,"HTI","Haiti","Fibre","Satellite",2016,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,108,"HTI","Haiti","Fibre","Satellite",2017,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,108,"HTI","Haiti","Fibre","Satellite",2018,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,108,"HTI","Haiti","Submarine cable","Satellite",2022,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,113,"IND","India",,,2015,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,113,"IND","India",,,2018,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,113,"IND","India",,,2021,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,113,"IND","India","Submarine cable","Fibre",2022,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,113,"IND","India","Submarine cable","Fibre",2023,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,113,"IND","India","Fibre","Submarine cable",2024,"","","International landing points",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,114,"IDN","Indonesia","Fibre","Other",2024,"","","International landing points","Submarine cable","Satellite",
20631,"tpInternetConn_NumberLandingStations","International landing points",,,115,"IRL","Ireland",,,2020,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,115,"IRL","Ireland",,,2021,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,115,"IRL","Ireland",,,2022,"","","International landing points",,,"Submarine cable"
20631,"tpInternetConn_NumberLandingStations","International landing points",,,116,"IRN","Iran (Islamic Republic of)","Satellite","Submarine cable",2019,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,116,"IRN","Iran (Islamic Republic of)","Submarine cable","Satellite",2020,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,116,"IRN","Iran (Islamic Republic of)","Submarine cable","Satellite",2021,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,116,"IRN","Iran (Islamic Republic of)","Fibre","Submarine cable",2022,"","","International landing points","Satellite",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,116,"IRN","Iran (Islamic Republic of)","Satellite","Submarine cable",2023,"","","International landing points","Fibre",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,116,"IRN","Iran (Islamic Republic of)","Fibre","Satellite",2024,"","","International landing points","Submarine cable",,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,117,"IRQ","Iraq",,,2019,"","","International landing points",,,"Fibre"
