"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4","dataValue 5","dataValue 6","dataValue 7","dataValue 8","dataValue 9","dataValue 10","dataValue 11"
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic",,2002,"","","","Fax","Email","Data transmission","Internet",,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic",,2003,"","","","Fax","Email","Internet",,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic",,2004,"","","","Fax","Email","Internet",,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic","Fax",2005,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic","Dial-up or unspecified Internet access",2013,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic","Dial-up or unspecified Internet access",2014,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic",,2015,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic","Dial-up or unspecified Internet access",2018,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic","Dial-up or unspecified Internet access",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic","Dial-up or unspecified Internet access",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic","Dial-up or unspecified Internet access",2021,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,224,"SYR","Syrian Arab Republic","Broadband",2022,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,226,"TCD","Chad",,2003,"","","","Internet","Email","Fax",,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,226,"TCD","Chad",,2004,"","","","Internet","Fax",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,227,"CZE","Czech Republic",,2001,"","","","Fax","Data transmission",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,227,"CZE","Czech Republic",,2002,"","","","Fax","Data transmission",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,227,"CZE","Czech Republic","Fax",2003,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,227,"CZE","Czech Republic","Fax",2004,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,227,"CZE","Czech Republic","Fax",2005,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,227,"CZE","Czech Republic","Fax",2006,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,227,"CZE","Czech Republic","Fax",2007,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,227,"CZE","Czech Republic","Broadband",2022,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo","Fax",2002,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo","Fax",2003,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo","Fax",2004,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo",,2005,"","","","Fax","Dial-up or unspecified Internet access",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo","Dial-up or unspecified Internet access",2010,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo",,2016,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo",,2017,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo",,2018,"","","","Broadband","Dial-up or unspecified Internet access",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo","Dial-up or unspecified Internet access",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo",,2020,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,228,"TGO","Togo",,2021,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Dial-up or unspecified Internet access",2006,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Dial-up or unspecified Internet access",2008,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Dial-up or unspecified Internet access",2009,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Dial-up or unspecified Internet access",2010,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand",,2011,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Broadband",2013,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Broadband",2014,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Broadband",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Broadband",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Broadband",2021,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Broadband",2022,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,229,"THA","Thailand","Broadband",2024,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago",,2000,"","","","Fax","Email","Data transmission","Internet",,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago",,2003,"","","","Fax","Email","Internet",,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago","Broadband",2008,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago","Broadband",2011,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago","Broadband",2013,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago","Broadband",2014,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago","Broadband",2015,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago","Broadband",2016,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago","Broadband",2017,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago","Broadband",2022,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,234,"TTO","Trinidad and Tobago","Broadband",2024,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,235,"TUN","Tunisia",,2002,"","","","Fax","Email","Data transmission","Internet",,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,235,"TUN","Tunisia","Internet",2003,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,235,"TUN","Tunisia",,2015,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,235,"TUN","Tunisia",,2016,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,235,"TUN","Tunisia",,2017,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,235,"TUN","Tunisia",,2018,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,235,"TUN","Tunisia",,2019,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,235,"TUN","Tunisia",,2020,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,235,"TUN","Tunisia",,2021,"","","","Broadband","Dial-up or unspecified Internet access",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,235,"TUN","Tunisia",,2022,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Fax",2000,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Fax",2001,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Fax",2002,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Fax",2005,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye",,2006,"","","","Dial-up or unspecified Internet access","Fax",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye",,2007,"","","","Fax","Dial-up or unspecified Internet access",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Broadband",2013,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye",,2015,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye",,2016,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Broadband",2018,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Broadband",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Broadband",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Broadband",2021,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Broadband",2022,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,236,"TUR","Türkiye","Broadband",2024,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,238,"TZA","Tanzania",,2001,"","","","Fax","Email","Data transmission","Internet",,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,238,"TZA","Tanzania",,2015,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,238,"TZA","Tanzania","Dial-up or unspecified Internet access",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,238,"TZA","Tanzania","Dial-up or unspecified Internet access",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,238,"TZA","Tanzania","Dial-up or unspecified Internet access",2021,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,238,"TZA","Tanzania",,2022,"","","","Broadband","Dial-up or unspecified Internet access",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,238,"TZA","Tanzania","Dial-up or unspecified Internet access",2024,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,239,"ARE","United Arab Emirates","Broadband",2017,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,239,"ARE","United Arab Emirates","Broadband",2018,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,239,"ARE","United Arab Emirates","Broadband",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,239,"ARE","United Arab Emirates","Broadband",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,239,"ARE","United Arab Emirates","Broadband",2021,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,239,"ARE","United Arab Emirates","Broadband",2022,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,239,"ARE","United Arab Emirates","Broadband",2024,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,240,"UGA","Uganda",,2000,"","","","Fax","Email","Data transmission","Internet",,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,240,"UGA","Uganda","Broadband",2009,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,241,"UKR","Ukraine",,2007,"","","","Fax","Dial-up or unspecified Internet access",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,241,"UKR","Ukraine","Dial-up or unspecified Internet access",2009,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,242,"URY","Uruguay","Dial-up or unspecified Internet access",2022,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,242,"URY","Uruguay","Broadband",2024,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,244,"USA","United States","Broadband",2010,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,245,"UZB","Uzbekistan","Dial-up or unspecified Internet access",2022,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,245,"UZB","Uzbekistan","Dial-up or unspecified Internet access",2024,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines",,2001,"","","","Internet","Email",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Internet",2002,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines",,2003,"","","","Internet","Email",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines",,2004,"","","","Email","Internet",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Dial-up or unspecified Internet access",2006,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Dial-up or unspecified Internet access",2007,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Dial-up or unspecified Internet access",2008,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Dial-up or unspecified Internet access",2009,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Dial-up or unspecified Internet access",2010,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Broadband",2012,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Broadband",2014,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Broadband",2015,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Broadband",2016,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Dial-up or unspecified Internet access",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Dial-up or unspecified Internet access",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Dial-up or unspecified Internet access",2021,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Dial-up or unspecified Internet access",2022,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,246,"VCT","Saint Vincent and the Grenadines","Broadband",2024,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,247,"VEN","Venezuela","Internet",2001,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,247,"VEN","Venezuela",,2005,"","","","Dial-up or unspecified Internet access","High-speed Internet access",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,247,"VEN","Venezuela","Dial-up or unspecified Internet access",2008,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,247,"VEN","Venezuela","Dial-up or unspecified Internet access",2012,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,247,"VEN","Venezuela",,2020,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,247,"VEN","Venezuela",,2021,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,247,"VEN","Venezuela",,2022,"","","","Broadband","Dial-up or unspecified Internet access",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,250,"VNM","Viet Nam","Internet",2004,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,250,"VNM","Viet Nam","Broadband",2011,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,250,"VNM","Viet Nam","Broadband",2015,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,250,"VNM","Viet Nam","Broadband",2018,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,250,"VNM","Viet Nam","Broadband",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,250,"VNM","Viet Nam","Broadband",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,250,"VNM","Viet Nam","Broadband",2021,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,251,"VUT","Vanuatu",,2011,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,251,"VUT","Vanuatu",,2012,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,251,"VUT","Vanuatu","Broadband",2018,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,251,"VUT","Vanuatu","Broadband",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,251,"VUT","Vanuatu","Broadband",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,251,"VUT","Vanuatu","Broadband",2021,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,251,"VUT","Vanuatu","Broadband",2022,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Dial-up or unspecified Internet access",2006,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Dial-up or unspecified Internet access",2007,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Dial-up or unspecified Internet access",2008,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Dial-up or unspecified Internet access",2009,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Dial-up or unspecified Internet access",2010,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Dial-up or unspecified Internet access",2012,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Dial-up or unspecified Internet access",2013,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Dial-up or unspecified Internet access",2014,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Dial-up or unspecified Internet access",2015,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Broadband",2016,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Broadband",2017,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Broadband",2018,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Broadband",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Broadband",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,256,"SRB","Serbia","Broadband",2021,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,257,"COD","Dem. Rep. of the Congo",,2003,"","","","Email","Fax","Internet",,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,257,"COD","Dem. Rep. of the Congo","Internet",2004,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,257,"COD","Dem. Rep. of the Congo",,2006,"","","","Fax","Dial-up or unspecified Internet access",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,257,"COD","Dem. Rep. of the Congo",,2015,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,259,"ZMB","Zambia","Fax",2002,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,259,"ZMB","Zambia","Dial-up or unspecified Internet access",2015,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,259,"ZMB","Zambia","Dial-up or unspecified Internet access",2016,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,259,"ZMB","Zambia","Dial-up or unspecified Internet access",2017,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,259,"ZMB","Zambia","Dial-up or unspecified Internet access",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,259,"ZMB","Zambia","Dial-up or unspecified Internet access",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,259,"ZMB","Zambia","Dial-up or unspecified Internet access",2021,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,259,"ZMB","Zambia",,2022,"","","","Dial-up or unspecified Internet access","Broadband",,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,259,"ZMB","Zambia","Broadband",2024,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,260,"ZWE","Zimbabwe",,2005,"","","","Fax","Dial-up or unspecified Internet access","High-speed Internet access",,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,260,"ZWE","Zimbabwe","Dial-up or unspecified Internet access",2009,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,260,"ZWE","Zimbabwe","Dial-up or unspecified Internet access",2010,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,260,"ZWE","Zimbabwe","Dial-up or unspecified Internet access",2011,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,260,"ZWE","Zimbabwe","Dial-up or unspecified Internet access",2012,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,260,"ZWE","Zimbabwe","Dial-up or unspecified Internet access",2013,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,260,"ZWE","Zimbabwe","Dial-up or unspecified Internet access",2014,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,260,"ZWE","Zimbabwe","Broadband",2019,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,260,"ZWE","Zimbabwe","Broadband",2020,"","","",,,,,,,,,,,
2802,"trUS_DataServices","Data services part of UAS definition","trUSAdopted",,260,"ZWE","Zimbabwe","Broadband",2021,"","","",,,,,,,,,,,
