"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4","dataValue 5","dataValue 6","dataValue 7","dataValue 8","dataValue 9","dataValue 10","dataValue 11","dataValue 12","dataValue 13","dataValue 14"
34453,"trCovid19_Policy_Areas","Regulatory areas",,,98,"GTM","Guatemala",,2022,"","","","Broadband access and availability for consumers","Consumer protection","Affordability of services ",,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,98,"GTM","Guatemala",,2024,"","","","Broadband access and availability for consumers","Affordability of services ",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,103,"HKG","Hong Kong, China",,2024,"","","","Emergency telecommunications","Other",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,107,"HRV","Croatia","Consumer protection",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,113,"IND","India",,2022,"","","","Other","Broadband access and availability for consumers","Financial incentives to operators and service providers","Traffic management, prioritization of traffic",,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,113,"IND","India",,2024,"","","","Broadband access and availability for consumers","Financial incentives to operators and service providers","Traffic management, prioritization of traffic","Other",,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,114,"IDN","Indonesia",,2022,"","","","Broadband access and availability for consumers","Universal service strategies","Quality of service and experience","Affordability of services ","ICT accessibility",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,114,"IDN","Indonesia",,2024,"","","","Broadband access and availability for consumers","Quality of service and experience","Affordability of services ","ICT accessibility","Universal service strategies",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,116,"IRN","Iran (Islamic Republic of)","Spectrum management",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,117,"IRQ","Iraq",,2024,"","","","Universal service strategies","Affordability of services ","Broadband access and availability for consumers",,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,119,"ISR","Israel",,2022,"","","","Other","Traffic management, prioritization of traffic","Quality of service and experience","Consumer protection","Spectrum management",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,120,"JPN","Japan","Data protection",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,130,"KWT","Kuwait",,2024,"","","","Digital identity","Affordability of services ","Traffic management, prioritization of traffic","Broadband access and availability for consumers",,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,138,"LTU","Lithuania","Other",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,147,"MEX","Mexico",,2022,"","","","Other","Broadband access and availability for consumers","Spectrum management","Broadcasting","ICT accessibility","Universal service strategies","Data protection","Emergency telecommunications","Affordability of services ","Quality of service and experience",,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,147,"MEX","Mexico",,2024,"","","","Broadband access and availability for consumers","Traffic management, prioritization of traffic","Affordability of services ","ICT accessibility","Consumer protection","Emergency telecommunications",,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,152,"MNG","Mongolia","Other",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,152,"MNG","Mongolia","Other",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,155,"MAR","Morocco",,2022,"","","","Broadband access and availability for consumers","ICT accessibility","Affordability of services ","Quality of service and experience","Spectrum management",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,155,"MAR","Morocco",,2024,"","","","Spectrum management","Traffic management, prioritization of traffic","Quality of service and experience","Broadband access and availability for consumers","Affordability of services ",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,156,"MHL","Marshall Islands","Quality of service and experience",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,173,"NZL","New Zealand","Broadband access and availability for consumers",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,176,"OMN","Oman",,2022,"","","","Broadband access and availability for consumers","Universal service strategies","ICT accessibility",,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,176,"OMN","Oman",,2024,"","","","ICT accessibility","Universal service strategies","Broadband access and availability for consumers",,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,182,"PAK","Pakistan",,2022,"","","","Broadband access and availability for consumers","Affordability of services ","Consumer protection","Quality of service and experience","ICT accessibility","Universal service strategies","Emergency telecommunications","Regulatory innovation and experimentation","Digital identity",,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,182,"PAK","Pakistan",,2024,"","","","Broadband access and availability for consumers","Universal service strategies","Spectrum management","Emergency telecommunications","Digital identity","Regulatory innovation and experimentation","ICT accessibility","Consumer protection","Quality of service and experience","Affordability of services ",,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,189,"PAN","Panama",,2022,"","","","Affordability of services ","Financial incentives to operators and service providers","Emergency telecommunications",,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,189,"PAN","Panama",,2024,"","","","Consumer protection","ICT accessibility","Digital identity","Spectrum management","Universal service strategies","Broadband access and availability for consumers",,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,191,"PRT","Portugal","Consumer protection",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,191,"PRT","Portugal",,2024,"","","","Emergency telecommunications","Consumer protection","Quality of service and experience","Traffic management, prioritization of traffic",,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,193,"PER","Peru",,2022,"","","","Emergency telecommunications","Financial incentives to operators and service providers","Spectrum management","Traffic management, prioritization of traffic","Quality of service and experience","Other",,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,196,"QAT","Qatar",,2022,"","","","Broadband access and availability for consumers","Consumer protection","Affordability of services ","ICT accessibility","Emergency telecommunications",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,196,"QAT","Qatar",,2024,"","","","Broadband access and availability for consumers","Affordability of services ","Consumer protection","ICT accessibility","Emergency telecommunications",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,200,"ROU","Romania","ICT accessibility",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,201,"RWA","Rwanda",,2022,"","","","Broadband access and availability for consumers","ICT accessibility","Data protection","Quality of service and experience","Consumer protection","Affordability of services ",,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,201,"RWA","Rwanda",,2024,"","","","Affordability of services ","Broadband access and availability for consumers","Consumer protection","ICT accessibility","Quality of service and experience","Data protection",,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,205,"SDN","Sudan",,2022,"","","","Other","Emergency telecommunications","Regulatory harmonization","Data protection","Spectrum management","Quality of service and experience","Consumer protection","Affordability of services ",,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,205,"SDN","Sudan",,2024,"","","","Broadband access and availability for consumers","Affordability of services ","Emergency telecommunications","Regulatory innovation and experimentation","Spectrum management","Data protection","Quality of service and experience","Traffic management, prioritization of traffic","Consumer protection","Other",,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,217,"SLE","Sierra Leone","Emergency telecommunications",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,218,"STP","Sao Tome and Principe","Emergency telecommunications",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,224,"SYR","Syrian Arab Republic","Other",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,227,"CZE","Czech Republic",,2022,"","","","Other","Broadband access and availability for consumers",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,229,"THA","Thailand","Other",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,229,"THA","Thailand","Broadband access and availability for consumers",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,234,"TTO","Trinidad and Tobago",,2022,"","","","Broadband access and availability for consumers","Universal service strategies",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,234,"TTO","Trinidad and Tobago",,2024,"","","","Spectrum management","Other",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,236,"TUR","Türkiye","Consumer protection",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,239,"ARE","United Arab Emirates",,2022,"","","","Other","Broadband access and availability for consumers","Affordability of services ","Traffic management, prioritization of traffic","Consumer protection","Quality of service and experience","Data protection","Digital identity","Emergency telecommunications","Spectrum management","Broadcasting","ICT accessibility",,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,239,"ARE","United Arab Emirates",,2024,"","","","Broadband access and availability for consumers","Affordability of services ","Consumer protection","ICT accessibility","Traffic management, prioritization of traffic","Quality of service and experience","Spectrum management","Data protection","Broadcasting","Emergency telecommunications","Digital identity","Other",,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,242,"URY","Uruguay",,2022,"","","","Regulatory harmonization","Broadband access and availability for consumers","Universal service strategies","ICT accessibility","Broadcasting","Spectrum management","Financial incentives to operators and service providers","Emergency telecommunications","Regulatory innovation and experimentation","Data protection","Digital identity","Quality of service and experience","Consumer protection","Affordability of services "
34453,"trCovid19_Policy_Areas","Regulatory areas",,,242,"URY","Uruguay",,2024,"","","","Affordability of services ","Broadband access and availability for consumers","Emergency telecommunications","Digital identity","Data protection","Quality of service and experience","Traffic management, prioritization of traffic","ICT accessibility","Consumer protection",,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,245,"UZB","Uzbekistan",,2022,"","","","Broadband access and availability for consumers","Financial incentives to operators and service providers","Data protection","Digital identity","ICT accessibility","Universal service strategies","Broadcasting","Spectrum management","Affordability of services ","Traffic management, prioritization of traffic","Consumer protection","Quality of service and experience",,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,245,"UZB","Uzbekistan",,2024,"","","","Broadband access and availability for consumers","Affordability of services ","Consumer protection","ICT accessibility","Traffic management, prioritization of traffic","Quality of service and experience","Broadcasting","Data protection","Universal service strategies","Spectrum management","Digital identity","Emergency telecommunications","Financial incentives to operators and service providers",
34453,"trCovid19_Policy_Areas","Regulatory areas",,,251,"VUT","Vanuatu",,2022,"","","","Broadband access and availability for consumers","Affordability of services ","Quality of service and experience","Consumer protection","Financial incentives to operators and service providers","Spectrum management",,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,276,"GEO","Georgia","Other",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,283,"MKD","North Macedonia","Spectrum management",2022,"","","",,,,,,,,,,,,,,
