"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4","dataValue 5"
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,40,"BWA","Botswana","Permanent, will remain in place after the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,42,"MMR","Myanmar","Other",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,53,"COL","Colombia",,2022,"","","","Temporary (mid-term), will be applied also during the recovery phase after the pandemic","Temporary (short-term), for the duration of the pandemic",,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,53,"COL","Colombia","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,54,"LKA","Sri Lanka",,2022,"","","","Permanent, will remain in place after the pandemic","Temporary (short-term), for the duration of the pandemic",,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,54,"LKA","Sri Lanka","Permanent, will remain in place after the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,55,"CMR","Cameroon","Permanent, will remain in place after the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,57,"COG","Congo (Rep. of the)","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,62,"CRI","Costa Rica","Temporary (short-term), for the duration of the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,62,"CRI","Costa Rica","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,63,"CUB","Cuba",,2022,"","","","Temporary (mid-term), will be applied also during the recovery phase after the pandemic","Permanent, will remain in place after the pandemic",,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,67,"DEU","Germany",,2022,"","","","Temporary (mid-term), will be applied also during the recovery phase after the pandemic","Permanent, will remain in place after the pandemic","Temporary (short-term), for the duration of the pandemic",,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,67,"DEU","Germany","Other",2024,"","","",,,,,
