"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4","dataValue 5","dataValue 6","dataValue 7","dataValue 8","dataValue 9"
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,37,"BLR","Belarus","Yes",2022,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,38,"BLZ","Belize","Yes",2008,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,38,"BLZ","Belize","No",2014,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,38,"BLZ","Belize","No",2016,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,39,"BOL","Bolivia (Plurinational State of)","Yes",2007,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,39,"BOL","Bolivia (Plurinational State of)","Yes",2010,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,39,"BOL","Bolivia (Plurinational State of)","Yes",2019,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,39,"BOL","Bolivia (Plurinational State of)","Yes",2022,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,40,"BWA","Botswana","Yes",2007,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,40,"BWA","Botswana","Yes",2008,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,40,"BWA","Botswana","Yes",2010,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,40,"BWA","Botswana","Yes",2012,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,40,"BWA","Botswana","Yes",2013,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,40,"BWA","Botswana","Yes",2019,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,40,"BWA","Botswana","Yes",2020,"","","",,,,,,,,,
4075,"trConceptDominance_IsDefined","Concept of dominance/SMP",,,40,"BWA","Botswana","Yes",2021,"","","",,,,,,,,,
