feature,importance
internet_access_pct,0.034669781948345836
urban_pct,0.019588537712913006
4G_share_pct,0.016993329435118974
rural_urban_internet_gap,0.009851848130320915
poverty_gap_pct,0.00755399260308336
monthly_hh_income_bdt,0.006827617683967492
population_million,0.005976835781940787
data_affordability_stress,0.005107290695489545
