,0
gender_gap_pct,0.14137254852922182
internet_access_pct,0.1247950310170955
literacy_rate_pct,0.12194773433884487
affordability_pct_income,0.1125592508235572
monthly_income_bdt,0.10128930670126998
computer_pct,0.09512193638767066
internet_penetration_pct,0.07638074102574677
pct_2G_mobile,0.07102979493537609
poverty_rate_pct,0.05120129624927136
usage_gap_pct,0.04432970806491783
QA_trap_index,0.03224671867945864
pct_4G_internet,0.02772593324756922
